"","SampleID","Treatment","MetaHybridLouvain","N","Freq","4G2","Axl","CCR4","CCR5","CCR6","CCR7","CD11b","CD11c","CD123","CD127","CD14","CD141","CD16","CD161","CD169","CD19","CD1c","CD20","CD209","CD24","CD25","CD27","CD3","CD38","CD4","CD40","CD45","CD45RA","CD56","CD57","CD66b","CD8","CD86","CX3CR1","CXCR3","CXCR5","DNA","E1D8","HLADR","Osmium","PD_1"
"42","7612","Acute","basophil_22",1702,0.00392227353594572,0.0116691989281072,0.00606870205963891,0.140144382654302,0.0204930243550877,0.0137026693092942,0.164520026632121,0.0239249216533354,0.00764131878432578,0.0253780298688789,0.259894965839762,0.0114583579968586,0.0230455136139922,0.0171057827805755,0.0136163792454657,0.00863024837465631,0.0250093118582332,0.0148692801196105,0.0169734623972807,0.00340807721677112,0.00755518417622198,0.110569062932646,0.265147262443289,0.414835422779011,0.114226064627563,0.566353593730726,0.0136938229124529,0.212392039286037,0.112558492318075,0.0369340958493639,0.00975203605911705,0.00438412720733005,0.0592701375746853,0.0147425085803822,0.00897855901155433,0.0125496067523391,0.0170097637929449,0.848519266332929,0.0409110365719019,0.0131009313134529,0.718433953090291,0.020768781928356
"43","7612","Conv","basophil_22",1517,0.00502884041636279,0.0118617971230268,0.00662018897102625,0.115585695722258,0.0156487814382557,0.0131226516920096,0.205370641981563,0.0224259024292292,0.00695534120610529,0.0217164265218224,0.255913533295754,0.0125959538296205,0.0264815435476428,0.0159981868907565,0.0124658536083796,0.00902345182797785,0.0273834750567727,0.0131446035127421,0.0157779507330084,0.00345134098297866,0.0089144271662804,0.0970117621822049,0.302714032694712,0.436649102345183,0.133440529319155,0.578672829593302,0.0125747289185689,0.15686269564328,0.129997774132372,0.0388391114144716,0.00898491529803063,0.00423931329788181,0.0642773400206179,0.0151029702299881,0.0108785541325543,0.0149279422703382,0.0212340091060275,0.847128082155957,0.041454084557569,0.0122985540732849,0.718643675164878,0.0169752518667569
"44","7658","Acute","basophil_22",1657,0.00280906019390483,0.0048523911319624,0.00543046800233317,0.0536550623808754,0.0166557810229564,0.0151881883031665,0.208021210012816,0.0208133342034461,0.0103074842817792,0.0217700583212654,0.150117735587202,0.0102940946325587,0.0233145515503756,0.0175156200875113,0.0116223571318634,0.0113866240161822,0.0276393985784093,0.0104694985828977,0.0200090831323077,0.00317497500986192,0.0073574037398116,0.0496456297392448,0.247052611691645,0.406201899781413,0.129772413261762,0.553301576174712,0.0122693830192456,0.220601980919056,0.10225634974538,0.035638851983007,0.0104083137697555,0.00438973522858012,0.0583822871088287,0.0156265286128992,0.00821791279991177,0.0137206666007965,0.0129046885836017,0.851092573827753,0.0346243514512539,0.0138966679459787,0.711300126971508,0.0102974012289904
"45","7658","Conv","basophil_22",1516,0.00544125881153719,0.00676473666153701,0.00559937568617558,0.0920311479485185,0.0239558685801157,0.0186947992734449,0.251435383045491,0.0160936165013116,0.0101795431417578,0.0181888474504582,0.21118841394257,0.012592626910448,0.0260896113005497,0.0170192181654839,0.0173694967667357,0.0121390786486989,0.0253910044426051,0.0143571407566366,0.0176302562514849,0.0054753870239564,0.00742421572139125,0.0689452005757445,0.302685235072775,0.442407872182179,0.145803984468678,0.606213745668728,0.0139296865571184,0.122355888591764,0.108910055109978,0.0445487295186127,0.0106444712856695,0.00477415876656996,0.06890356323246,0.0146782411889397,0.00976774752485945,0.0239773978407501,0.020467657981854,0.851239351362487,0.0415575460156978,0.0136788636085268,0.729389161860826,0.0189299190246508
"46","7706","Acute","basophil_22",1008,0.00220081569915199,0.0112059888382691,0.00575025189005874,0.222538323483636,0.0322809836433941,0.0322503960098265,0.145858252849438,0.0275571264742695,0.012286257158518,0.0239984432633405,0.244649189465038,0.0135009116765328,0.0257116685758822,0.0175358811634482,0.021655704849111,0.0102489243850452,0.0276607572220725,0.0150791742247058,0.0169026684762216,0.00670888171400715,0.00927534515472112,0.109065485773492,0.231333330810888,0.417134895496865,0.0859277243565529,0.591080439227569,0.015272016549142,0.223785548099446,0.0956336247257506,0.0392927187650041,0.0133536668839124,0.0053266360498749,0.0757499428056296,0.0131294187816305,0.0102127387465309,0.0213847604796351,0.0170152893026559,0.848184987490317,0.0527000164394406,0.0169312484039568,0.728715675380232,0.017557004606299
"47","7706","Conv","basophil_22",983,0.00281808043713215,0.00840814534163961,0.00573029315088408,0.16396050878242,0.0237693492674233,0.021899069985553,0.178496890104569,0.0258961389417158,0.0112610022530732,0.0224828834510646,0.257480171487665,0.0124262551311918,0.024531064956826,0.0182267441897955,0.0227215127134403,0.0104124774096605,0.0263525254854202,0.0147460983826809,0.0148718921455574,0.00554750283702621,0.00683754847838684,0.110738010014596,0.259754990345566,0.441374682413295,0.114339743494895,0.59116904863328,0.0139454266460204,0.180244554304965,0.120641508609625,0.0423092419755728,0.00993476745924638,0.00395250582903116,0.0763015773151175,0.0165608198640758,0.0124907285539498,0.0221010793869403,0.0187111156128613,0.844159968485914,0.0480721137582585,0.0138838991149886,0.726273264212486,0.0187762334877298
"48","7871","Acute","basophil_22",879,0.0257167934464599,0.00965673058397705,0.00539569071227446,0.165455410051645,0.0445219919225969,0.0316192008572966,0.196590266301196,0.0158889883771247,0.00878873990057205,0.0135475013790332,0.253685199236573,0.0100680935796339,0.0258304582522801,0.0174526745942832,0.0237369199012561,0.0137707096962439,0.0230546592872479,0.0125526635416137,0.0176853257651886,0.00759404739679258,0.00744346563116311,0.0954914416595368,0.185574634601914,0.485539541796869,0.0942161984756203,0.616182013916088,0.0169915039374884,0.113752241549751,0.0540808545426286,0.0437887465457802,0.0134536240001074,0.00666420149779237,0.0674601369621148,0.0154362195873989,0.0172907735718283,0.0352838096240771,0.0243241387324013,0.840368154644148,0.0553373432352202,0.0175843694356712,0.720049583144246,0.0208573334919724
"49","7871","Conv","basophil_22",1067,0.00344459115253373,0.00974015948123897,0.00534165087570089,0.160153879544584,0.0339517383896513,0.0196662130515958,0.166463230795373,0.0234471178671417,0.00793917065782566,0.0232764463209132,0.217311207563045,0.0104634233719842,0.0259108222948929,0.017036627234847,0.0186206205805403,0.0102187432725238,0.0245655773573981,0.0115014503952442,0.0168521386800582,0.00375221685308198,0.00831333432772847,0.0909040135303547,0.221731421199915,0.404243274473631,0.107085828129635,0.608737941605617,0.0150876140837954,0.222183943240736,0.098685214026087,0.0445199689687924,0.0154132100372338,0.0053028283218116,0.0705597494463227,0.0142046138729903,0.0102541157441213,0.0240913391554085,0.0183216016811053,0.854940813560861,0.0333428963407563,0.0153361154861736,0.73040692511961,0.0170209610185868
"50","7883","Acute","basophil_22",493,0.000727481997402904,0.0157528628221393,0.00645984112531273,0.115798772792817,0.0229666711722448,0.0190933401067347,0.17113974774178,0.0351774167068044,0.00948796227534385,0.0326928475252981,0.172575382152499,0.0161378107677062,0.0303837090117759,0.0207434295452648,0.0160502150960784,0.0135683889231304,0.0329787841424493,0.0116726069478848,0.0234149307025233,0.00418733479073339,0.0104945296328695,0.0758546188599633,0.22732782805829,0.385839993636205,0.126813187129039,0.549573117209229,0.0216553147037788,0.23595405628534,0.0966363793861613,0.0490489320111188,0.0179828780630656,0.00353250696433686,0.0723317823524693,0.0174433275940239,0.0122524365208499,0.0245892056969796,0.0177774833311332,0.83647666288372,0.069735801112852,0.0147252441358034,0.671114541971612,0.0139592301129749
"51","7883","Conv","basophil_22",684,0.00139539722919808,0.0143870455444805,0.00859258801668462,0.11059638297086,0.0202808601577352,0.021854107401552,0.224589364601731,0.034096476042574,0.00991765074134536,0.0320797164159669,0.188071935697664,0.0146959410319223,0.026279882310285,0.0165854690807685,0.0195627784907861,0.0124723193407995,0.032245608271743,0.0122128472138204,0.0242357902767737,0.00661880711204289,0.015063120810504,0.0833281306715767,0.27346595327205,0.427010710814038,0.152684920727412,0.569442064051261,0.0210824776387061,0.171545136773924,0.112962708759238,0.0477048965604928,0.0141634585021017,0.002965661238682,0.0667063604418778,0.0179168950406645,0.0160875293910089,0.0350045268056094,0.0200757530863638,0.830357761315738,0.0613665952096143,0.0149737257664512,0.671185731689304,0.0148419811211173
