,4G2,Axl,CCR4,CCR5,CCR6,CCR7,CD11b,CD11c,CD123,CD127,CD14,CD141,CD16,CD161,CD169,CD19,CD1c,CD20,CD209,CD24,CD25,CD27,CD3,CD38,CD4,CD40,CD45,CD45RA,CD56,CD57,CD66b,CD8,CD86,CX3CR1,CXCR3,CXCR5,DNA,E1D8,HLADR,Osmium,PD_1
"('cd8_t_cell_naive_2', 'basophil_15')",0.0259121502047,0.0370010823642,0.467168597159,0.335866242658,0.497896134175,0.28631435106,0.0418910832421,0.0583895198503,0.0211547777356,0.0948806104534,0.0415928898146,0.0212687243351,0.0361213692597,0.0369601997556,0.0901058569111,0.0366003887239,0.0151572867457,0.0410326150127,0.0482699291089,0.0381520280152,0.0584887129634,0.18217922389,0.506566677999,0.138723816658,0.0398028102003,0.0720421997002,0.159246870745,0.127467576584,0.104546155411,0.159370082113,0.0275382888465,0.49579568683,0.0329914364643,0.122711433599,0.406511784108,0.141357233035,0.828173882108,0.0358979060867,0.0539028124603,0.667046822215,0.0201585669091
"('nkt_cell_5', 'basophil_16')",0.0345588950202,0.0416454890226,0.399256796239,0.38976635265,0.467499853688,0.238901656218,0.0500526279893,0.0279703961626,0.0281745375692,0.158284512651,0.0500545804145,0.0174811202411,0.0371106776203,0.200222889333,0.0386684971917,0.0330052201961,0.0133540777675,0.0427848897965,0.072026109219,0.043787410202,0.081553156261,0.138448094729,0.526770716317,0.127888057381,0.149979660177,0.085205299998,0.170891445871,0.0735984066776,0.120279527758,0.050687948779,0.0213154551224,0.135449387362,0.0398260208471,0.138675641487,0.344777486543,0.113698748456,0.831323238808,0.0237601415668,0.0557841273647,0.694180735204,0.0149159501885
"('cd14_monocyte_2', 'basophil_17')",0.063300413989,0.0256272655549,0.0692636426321,0.12177391871,0.0288646686063,0.0520490014032,0.589612179562,0.419728501258,0.200451751667,0.0136120379879,0.464193044446,0.0804719327731,0.0374372063735,0.0213372840825,0.209848282355,0.0440196252026,0.0193026974156,0.039634257887,0.0226599247619,0.0257728756305,0.0337125658994,0.0335471507196,0.0909949829728,0.330634838431,0.249665329756,0.0807190833758,0.325303298788,0.0764941324442,0.0447777731129,0.0470745501325,0.0112099029795,0.0841698066943,0.317689723482,0.08611057595,0.0312102136597,0.0449653957259,0.886766427711,0.0427843955162,0.287974965562,0.873242608242,0.00706138053747
"('ilc_1', 'basophil_18')",0.026052939598,0.0102204951269,0.340413526646,0.0472456230383,0.187182446481,0.0827175985939,0.235155919843,0.100436232915,0.0492534403035,0.524808042118,0.0225526115085,0.0127709257083,0.0222423167051,0.546644656922,0.0161689327252,0.030230912013,0.0230403469436,0.0450138688644,0.14383018953,0.0143432933074,0.605595185613,0.0337109618638,0.104044082265,0.122085143124,0.0293917595719,0.0281532424587,0.379936153166,0.168042345046,0.0548962554756,0.015172000865,0.00844256111005,0.0507464844943,0.0195195132735,0.0116275495743,0.0993756961281,0.0169105621631,0.84068955763,0.023764450554,0.0553031858921,0.756491550019,0.005015345815
"('nk_cell_cd56low_cd16hi_3', 'basophil_19')",0.0174644387618,0.0145229415002,0.032362508791,0.078279972279,0.0301325350715,0.098834405785,0.0789964548819,0.236246515322,0.0499751152754,0.0279353750962,0.0359439721508,0.0287905946661,0.0640563424694,0.0579838208546,0.121067768524,0.0419665513982,0.0181485705492,0.0334209378,0.0136904120516,0.0187106615852,0.0664335332295,0.0397701216662,0.574289917356,0.222598568178,0.0487945187654,0.0402468849766,0.256744159344,0.186487150646,0.0843721401139,0.583601754636,0.00757512845906,0.470090748137,0.0260635313511,0.19644986246,0.0752678718205,0.0181661911946,0.844828670705,0.023796903649,0.0345715908752,0.770658307131,0.0145928994103
"('undefined_8', 'basophil_2')",0.031600070037,0.0425710384688,0.47498073553,0.336999902465,0.47103742414,0.219304340147,0.120372242337,0.0841260642781,0.062060372362,0.0434779578824,0.0901900705604,0.0231032316933,0.0636609195402,0.0895438833916,0.0646677768963,0.0464595829015,0.0157046792136,0.0608460694246,0.0577583994492,0.0522102453276,0.0512023851717,0.0762100221475,0.186968152013,0.255219474041,0.0878308982904,0.116745147379,0.159354713005,0.112502508619,0.131366810822,0.0748030270462,0.0277067969975,0.0957375496647,0.0811895072149,0.148786217489,0.363580950597,0.18838730922,0.834206528852,0.0420562642207,0.123902000435,0.691043152884,0.0148156462504
"('undefined_19', 'basophil_20')",0.0130122022821,0.00580692161626,0.0225348522875,0.0346522912341,0.0157717876524,0.203194733558,0.0393032154314,0.0220059637479,0.02860171764,0.18161603185,0.0164268576054,0.0301742383589,0.0351956828446,0.0186217241377,0.148427102708,0.0381968004177,0.0192700804846,0.0246480763638,0.00758593469609,0.0149852698698,0.0276640874926,0.312615443638,0.413629759145,0.112832356486,0.0338763065185,0.0171749754379,0.185233532891,0.225031333792,0.0179597688385,0.0193455495082,0.00690950563724,0.649407278258,0.0179673158835,0.0216795149176,0.0984728226241,0.0142111093603,0.843260557045,0.0548986198119,0.0194923615313,0.706770029263,0.0133742872412
"('cd4_t_cell_cm_1', 'basophil_21')",0.028373482096,0.0158514748397,0.513226027886,0.095581308472,0.0646123635933,0.205688614467,0.0426178799447,0.0138886315508,0.10545180806,0.467584749221,0.0307822061403,0.0544168134954,0.0383847076378,0.0759910396448,0.0216434720701,0.0411141115575,0.0281122211799,0.0419836416509,0.017045736525,0.0108766371828,0.357117967851,0.0989655685852,0.617739092136,0.0888387147088,0.708180868391,0.0344081718034,0.358225791512,0.0525764745944,0.0964879218325,0.0176355154674,0.00770601444969,0.148560416476,0.0222805067444,0.0448295584059,0.0713954280914,0.0192697069433,0.858425079154,0.0270762607376,0.0412400978792,0.804757057958,0.0275637906548
"('undefined_19', 'basophil_22')",0.017584914548,0.006958232769,0.17787439832,0.036226523315,0.0252553263839,0.179902898916,0.0332416073504,0.0117691838374,0.0360930188167,0.26216859702,0.014380236488,0.0285592404444,0.0189711113123,0.0264118857017,0.011615501449,0.0276645475135,0.0152992848452,0.0215837081824,0.00640851093162,0.00963114510553,0.111457458873,0.229806850379,0.43592863704,0.111025722538,0.598518978343,0.0180369316485,0.198585590844,0.0993088246134,0.0490490150426,0.0150617722381,0.00432913849026,0.0717252095494,0.016476386304,0.0152501169588,0.0284250201368,0.0196529023162,0.843656172824,0.052617156158,0.0172788169049,0.709962538541,0.021718656907
"('basophil_1', 'basophil_23')",0.0259877142067,0.0130516530208,0.0364248841809,0.114228241746,0.0159141458052,0.089093811254,0.397690875891,0.0821629324376,0.753442572241,0.0177645424972,0.0333167988401,0.0123040518159,0.0339901804675,0.0518242034845,0.0271511129064,0.0361564961098,0.0138033940974,0.0363246722517,0.032444510118,0.0106811929237,0.305045481476,0.0505558689014,0.127024997036,0.583065325802,0.0542760786213,0.0288595954038,0.305076235245,0.0545336608749,0.0212758818005,0.0174997150333,0.0300077708408,0.0749140865817,0.0297129882654,0.023591339687,0.0244491338423,0.0208737979201,0.84416569673,0.0213623670745,0.0617216186373,0.771249724067,0.0654651136222
