"","SampleID","Treatment","MetaHybridLouvain","N","Freq","CCR4","CCR5","CCR6","CCR7","CD11b","CD11c","CD123","CD127","CD14","CD141","CD16","CD161","CD19","CD1c","CD20","CD209","CD25","CD27","CD3","CD38","CD4","CD40","CD45RA","CD54","CD56","CD57","CD66b","CD8","CD80","CD86","CHIKV","CX3CR1","CXCR3","CXCR5","DNA","HLADR","PD1"
"1","1758_dna","Acute","undefined_21",36,0.000624349635796046,0.513642973528668,0.0631799722873318,0.363609177186309,0.656952134550323,0.149306942947553,0.0860529228201212,0.0717983351654711,0.540223934976963,0.112637670598226,0.118205116272067,0.141351956393609,0.145660618574987,0.307471675674274,0.118152251851578,0.523135207282516,0.0427444361462258,0.255719109684382,0.612136412310376,0.752392748768352,0.487912332314009,0.728169848841392,0.530399831841081,0.464209362323634,0.129621325758384,0.198294250695221,0.157071860943226,0.139172358778055,0.197369667980656,0.163485620130183,0.0487057670997633,0.054131409513028,0.0456436415984078,0.35677497122875,0.425602248358837,0.909902317882903,0.449037417552455,0.0841733171971912
"2","1758_dna","Conv","undefined_21",192,0.000896253938615941,0.450152609901795,0.0995594945944563,0.414207957231309,0.689909879298817,0.179955572851141,0.104265306551669,0.0900483235558188,0.411495333159256,0.117800669483882,0.134043362063146,0.132608411525307,0.146230700474804,0.352321949857048,0.165505037744798,0.522358342505756,0.0623364239327151,0.213877028609368,0.668998188841909,0.750316988098826,0.472843749516421,0.687440817561871,0.552844832509426,0.525335221284614,0.130822165769776,0.166742707732156,0.210106006496325,0.139473367673081,0.261300396930305,0.135807855619669,0.0655415600702198,0.0812965756362244,0.0480903869993209,0.323389254428819,0.500262503773492,0.912276585280352,0.50708669920129,0.0804179191742427
"3","1760_dna","Acute","undefined_21",284,0.00316085877416554,0.353766625566338,0.0915879232663461,0.366416634719114,0.666564790836432,0.192507652225349,0.0845922549134579,0.0854707448957056,0.433089936971234,0.106520029153011,0.131087371399839,0.189238432374185,0.127529789310256,0.379546436913855,0.153515608334677,0.610556790113772,0.0604765591245511,0.24397106714482,0.644802984559618,0.769240316946757,0.550401063119778,0.587206334860201,0.529523337387751,0.507767303354193,0.135655595692574,0.124071265024494,0.147517053235067,0.141411725868842,0.210482459795539,0.115515358915249,0.0830073355076461,0.0930210995553872,0.0881215372683357,0.210818651833292,0.367062392311462,0.919688024532326,0.528577796150335,0.11706508900987
"4","1760_dna","Conv","undefined_21",595,0.00325433592403997,0.358474388175134,0.0784560817516595,0.405712951409315,0.699761722678944,0.197484274128062,0.08050376224714,0.0712579313126955,0.451804830219781,0.119738002344846,0.132344831797388,0.1611273308381,0.131078471408181,0.376877516428219,0.168133722161075,0.570532257230075,0.0651674190816354,0.228145692993917,0.661752023773759,0.774241545368459,0.506197406660613,0.614173319885012,0.529066201256889,0.53104587257188,0.109251770921011,0.141575350068464,0.187617605885212,0.13871956468964,0.228975777016062,0.131026607955617,0.0675845756106792,0.0727364024343345,0.0552237484244123,0.267217651306543,0.459662712972574,0.92273048297486,0.527464405877721,0.0806168047897436
"5","1773_dna","Acute","undefined_21",54,0.0010701333703256,0.363508985445684,0.101433603713211,0.415995750296784,0.712895403881212,0.250868454256895,0.112716644172633,0.0657395520896082,0.606960570304502,0.136239999658866,0.123846567636227,0.195876339917696,0.149461504079962,0.383704356146675,0.199767194770265,0.581416524567612,0.0591260682011632,0.246483689667031,0.66452001264947,0.734914703836991,0.429291042163441,0.43170390754988,0.549406384066151,0.49807480407182,0.196808368191509,0.13193516460721,0.206438646751834,0.131625782757794,0.34401652909262,0.145756222795583,0.0966719257636245,0.0911970446693576,0.0689824693278949,0.289258783473808,0.515248639331059,0.918043554898969,0.544811096341577,0.106391559312754
"6","1773_dna","Conv","undefined_21",255,0.00116784443396183,0.401621456200463,0.128686455070585,0.381623132522231,0.656802930657091,0.214585558539878,0.13147922299112,0.0888459427776583,0.521537557558608,0.112009386633531,0.114711487177034,0.162206324621571,0.166661360193063,0.389221522834958,0.193885297147464,0.561797048501186,0.0636180035026918,0.246110843101343,0.66993083098765,0.753882932718519,0.427560436194492,0.527556444756164,0.507517779281784,0.515852723570887,0.174768447400127,0.144478692012486,0.223168054368485,0.14631277334894,0.340067207023008,0.144098103210313,0.0763960399784813,0.0938789321214595,0.0621299234883648,0.346288016502232,0.443266669336233,0.89854297741074,0.536948663326765,0.107281042647249
"7","1778_dna","Acute","undefined_21",26,0.00889192886456908,0.689248946466686,0.0643140928742504,0.42398371814897,0.636161198282692,0.118633672548188,0.101575067202876,0.0781216525870817,0.193241553405212,0.128483678182544,0.0546827748255903,0.188249995358807,0.0856159895497412,0.27152583290997,0.102779251311472,0.493720678057437,0.0738770591161652,0.232274630195671,0.352510321214973,0.707299962472473,0.363325716261631,0.363364292606601,0.451044986032709,0.379308424369959,0.0787551927268115,0.16970310238539,0.062324403476013,0.173163646573705,0.0660457209186804,0.173725345388822,0.0731821380042343,0.0507060344947438,0.0390874928363948,0.542134626979035,0.408924738564344,0.884164208325276,0.438446227782325,0.0588727635709096
"8","1778_dna","Conv","undefined_21",227,0.00411358570574271,0.628192782245525,0.0838122176997149,0.414193814350256,0.630918157674908,0.129885863344941,0.0761814597019238,0.0655787395345355,0.279761321963457,0.130528705346977,0.0752734861979305,0.153913491788905,0.0937672893848135,0.252634634616474,0.129441739593967,0.499871659874673,0.103097569337655,0.234052678100699,0.454947440343303,0.673227629542059,0.385792714587504,0.441206832827431,0.42869386919868,0.398893761454143,0.0631932193399137,0.18253572399065,0.0922560631038292,0.13577725799902,0.138789154459466,0.165592432821338,0.0713966890359618,0.0455116002804113,0.0652787031406405,0.48790989913136,0.410652130086238,0.897709527456604,0.450085471023926,0.0409951799264816
"9","1785_dna","Acute","undefined_21",12,0.000131014378828076,0.497933713554203,0.0739091185700565,0.404053638254025,0.686695116846661,0.145524542890038,0.14636025662364,0.147800138749467,0.465369900903347,0.140377888949489,0.138549099744811,0.211721322636746,0.152225759032091,0.40989304970091,0.266754165609043,0.620204968602264,0.139145802951616,0.295429806078853,0.616010027406652,0.784115042676549,0.514949710165165,0.712747607270657,0.557976489899506,0.54767308395537,0.25021328502105,0.143399437562074,0.10657746388591,0.163585963850966,0.148847582738938,0.220644473013569,0.077252682111757,0.0817768594015583,0.103958622964138,0.207772594632879,0.55251997456857,0.931890595589219,0.529006417243867,0.144165017785131
"10","1785_dna","Conv","undefined_21",230,0.000969143319442279,0.378647646144188,0.118121279736121,0.318681458350093,0.636228173817412,0.212678332399701,0.136277142420185,0.0708169827556879,0.465046268483654,0.110846549217252,0.112276710244829,0.180192918182352,0.1851448459443,0.436219562799327,0.183356094312548,0.588610551291008,0.084320875490889,0.249047116268469,0.547459434411436,0.760862158158494,0.408805266262733,0.575469646238567,0.551443328956987,0.510074369426119,0.177683721727573,0.133218301505672,0.185974888388874,0.130610947825974,0.266566459273572,0.128917013790458,0.0726107596374561,0.0845816603362612,0.0613089217574938,0.324546192974237,0.526129967634756,0.930314585292745,0.553717345163001,0.103659471892195
