"","SampleID","Treatment","MetaHybridLouvain","N","Freq","CCR4","CCR5","CCR6","CCR7","CD11b","CD11c","CD123","CD127","CD14","CD141","CD16","CD161","CD19","CD1c","CD20","CD209","CD25","CD27","CD3","CD38","CD4","CD40","CD45RA","CD54","CD56","CD57","CD66b","CD8","CD80","CD86","CHIKV","CX3CR1","CXCR3","CXCR5","DNA","HLADR","PD1"
"1","1758_dna","Acute","mdc_other_1",63,0.00109261186264308,0.645132072545076,0.148557349566633,0.265512512457959,0.256323069213688,0.422979493421819,0.559432258402908,0.327622960124333,0.0216645102527253,0.365879194537009,0.14894942837439,0.102317115078526,0.0677510211854657,0.045576088076118,0.0135539843754101,0.0435206068821388,0.103932299251446,0.101168014419601,0.0480429574089707,0.131544307928948,0.401701610515226,0.170432136004345,0.521638376579732,0.175789302451745,0.29648850518667,0.197144933581795,0.0565972846574104,0.217255944059806,0.0167997672868684,0.267084313844657,0.263424059410557,0.0955004997372854,0.0952283099366882,0.444411922439514,0.0796161011814389,0.835194921225653,0.498689412402654,0.0544010665451662
"2","1758_dna","Conv","mdc_other_1",267,0.00124635313338779,0.565827109151929,0.103005886767148,0.206522407711322,0.177223060173397,0.502469217118481,0.603545239413653,0.145586056690162,0.0271044826479175,0.38027607081541,0.0863635158103121,0.0433782168924882,0.0505452710079036,0.0252994433884391,0.0307194893677748,0.0496934368554678,0.0607493048716527,0.0668900544941025,0.0487633563479827,0.11555985230878,0.387292078569493,0.139756134238313,0.425208533480152,0.176767621155018,0.300883008809719,0.175420098228507,0.0829784926942402,0.186236630042298,0.0254945527657762,0.197500539150341,0.237742860130671,0.0513719599297347,0.0904455373993766,0.310740930515118,0.0632734440526319,0.848478774927289,0.411909268876053,0.0538647202275554
"3","1760_dna","Acute","mdc_other_1",59,0.000656657280548476,0.80082230713705,0.187343921892894,0.329274735645635,0.289720552458614,0.484017929017345,0.53804462200154,0.248002459380125,0.0325175009357023,0.370271245704305,0.0988743883316257,0.110401698105329,0.0839502198973058,0.0338341134016898,0.038284113107915,0.0612783182842217,0.125522139410746,0.097683414644099,0.0412760857543421,0.152395621407214,0.408683204738242,0.19334805892169,0.501261758156242,0.221606631842618,0.312673362146889,0.224290472259921,0.0662437634482829,0.328914407236169,0.0116983622617217,0.344126305931184,0.300044117153643,0.0904424776053499,0.125122116579206,0.554667496979588,0.0828467332739473,0.853823435388362,0.576065426729876,0.0609163685102116
"4","1760_dna","Conv","mdc_other_1",225,0.00123063123177982,0.776855180170413,0.228995250204626,0.380045194855938,0.281830227584095,0.491465254740708,0.632903138599121,0.15623645243432,0.0240954148410491,0.347296021961128,0.0890391230402296,0.0941532708416246,0.0728088631365088,0.0405031801845734,0.0503957341757761,0.0746449678921223,0.113549161537142,0.0858010760819178,0.0393542444692712,0.0989553527293785,0.304493550913593,0.268607353931245,0.391703472899362,0.196013028556656,0.29554996854776,0.226723970081462,0.0891512559203951,0.26322548099935,0.0403819901933988,0.31957122310915,0.304456386494346,0.0696397276335229,0.158301153241867,0.582804697892052,0.0877650188281526,0.836680957323568,0.565403739358566,0.0715587778712425
"5","1778_dna","Acute","mdc_other_1",17,0.00581395348837209,0.691485515447028,0.271881334397388,0.344475352492614,0.314996364591101,0.344900196708466,0.726903235880065,0.392502715005686,0.0201650833962514,0.247792449065345,0.188495453834584,0.392423461993041,0.0458214609743494,0.0430753218103403,0.0632580827219983,0.0651660041057934,0.143037076046649,0.082429636709548,0.0531994315863287,0.128874255132679,0.268802204798778,0.197514923627353,0.482187797336941,0.304618872860298,0.487632909155753,0.298706906363451,0.059544249573653,0.128253226269202,0.0552445030004322,0.245632733487521,0.525541858544655,0.14600438877823,0.219997596994449,0.522611996495324,0.143214399423883,0.814647712225077,0.595981501242379,0.0864806200664992
"6","1778_dna","Conv","mdc_other_1",114,0.00206585361433775,0.785966740725935,0.472442142420774,0.511837841733156,0.470660392234733,0.381301223931483,0.600414752651179,0.225657948137211,0.0431326599337587,0.215093972302054,0.138075408653388,0.0635496880788217,0.0977235976562719,0.0556653416749399,0.337842806756048,0.0878025122931125,0.179107214960049,0.148398575274023,0.0818065882254196,0.249943897291696,0.439563988128306,0.350560522739429,0.290013719999515,0.157620745690457,0.221694738702855,0.33892091664586,0.050009794182367,0.21163100730392,0.0439389977611389,0.306331713282753,0.294649164666581,0.0737954543605037,0.160857034185025,0.659973270834422,0.0911146423605092,0.863489843627428,0.673372371104012,0.075531019353485
"7","1785_dna","Acute","mdc_other_1",42,0.000458550325898267,0.796635801988099,0.229591868017666,0.368752535905052,0.23709682421537,0.483445968937472,0.615849662588673,0.382498118251983,0.0399618372173357,0.400340565450852,0.0914822160821971,0.105477376932848,0.0883124069923273,0.050526168346602,0.0306465433119266,0.0707885416675688,0.120287897773238,0.114521428627235,0.0220749396096714,0.11201840842036,0.381926731433163,0.225256672900616,0.466008917519843,0.191776410772241,0.366676221283361,0.237506751700055,0.0672544972564457,0.277773634955601,0.0309183073042061,0.385150485737081,0.34376239488339,0.129360076671708,0.116224667169596,0.504353133699132,0.111196153262634,0.860991169906602,0.554415757767735,0.0665252090299952
"8","1785_dna","Conv","mdc_other_1",146,0.000615195324515534,0.794025931015748,0.179097576479015,0.354270891353593,0.295438724061167,0.501933237058448,0.622443039093682,0.130624446701102,0.0295795031306956,0.374561500810299,0.077308164336233,0.0778725437719558,0.067565138997297,0.0370237161010116,0.061385635926143,0.0550215874017007,0.0928380922699117,0.094667348226089,0.0327476607089315,0.111933762055875,0.320764451442678,0.210084947755605,0.344633322220076,0.170212039555303,0.22658131744127,0.211323978688636,0.0688879801602859,0.344211506195795,0.0266599607059204,0.331506040774307,0.284709355252409,0.0864591688043968,0.137559948985034,0.491203827434258,0.0740021855920543,0.848721226903963,0.447818725357931,0.0511741557864935
"9","1790_dna","Acute","mdc_other_1",21,0.000140841291984118,0.794215027713351,0.354568987629648,0.460077398902331,0.212528243622226,0.504783927028083,0.622564794169003,0.403015633126766,0.0275247566841647,0.433516372467843,0.125112444874696,0.103096733324215,0.0639880863743162,0.0473596831783644,0.0499311915663516,0.0320640386240007,0.161036294466324,0.128705366784501,0.0515187396004122,0.0956825957417812,0.404723504989133,0.192415540054441,0.539861665835512,0.246059463355071,0.309877303419424,0.31499726171477,0.0651803277654303,0.286516536712599,0.0214116576433362,0.461861545442364,0.339965498271375,0.0932899179419628,0.158840610762611,0.587319468603799,0.116901410203694,0.799551896509547,0.613100046869038,0.0464493317619798
"10","1790_dna","Conv","mdc_other_1",162,0.000654892084295122,0.691080526300574,0.26230372667547,0.277560615544753,0.185168599361032,0.491125462007448,0.682823505282066,0.177969027322645,0.0195179714349471,0.290054534688898,0.131333174582197,0.0645589133445674,0.0593842260592945,0.0246365036119871,0.22343774119517,0.02818585367264,0.106216840307885,0.0917654210472009,0.0435696773225023,0.141880944552453,0.388272082835554,0.30233820909378,0.332014585842445,0.164261340472847,0.341542720494558,0.213155786196701,0.119014687684758,0.198776453323018,0.0501821458830351,0.281747615241645,0.275308338375796,0.0672041268680061,0.112559129370765,0.379028170800528,0.0570654806414164,0.809109380746069,0.601271944989142,0.0917965558398071
"11","1793_dna","Acute","mdc_other_1",34,0.000373523757209558,0.76729676215988,0.281975176123883,0.391088155587744,0.349597913837916,0.480341719472946,0.64142033384274,0.374485321271292,0.0615314698487494,0.407261654963949,0.159215416012867,0.172282615830144,0.113483684426155,0.0386338709743556,0.0725243913704504,0.0517835959850146,0.145470467773989,0.105539341042717,0.103244244785534,0.179408142516202,0.389425058944528,0.311056665330859,0.521576595699165,0.189111410031652,0.35156563111351,0.324282111412539,0.0859955665216929,0.250324430586694,0.0888733338262387,0.411329257262922,0.392646719700274,0.111688654771147,0.181255359680376,0.636000802932837,0.116482991483014,0.848942849760156,0.619879830998116,0.0849784292214681
"12","1793_dna","Conv","mdc_other_1",45,0.000154436444255307,0.599229967636418,0.299023763106461,0.275955971232631,0.359668232982836,0.522466883914579,0.718749384776879,0.213155798120498,0.162373188117546,0.330241601194215,0.190083937818529,0.0729390525193577,0.0756259769202794,0.0506778735850352,0.218345502748972,0.0465392181465358,0.120877210340383,0.1619838422577,0.264411916655249,0.341563910203937,0.415200214999738,0.373261678280393,0.254220652314898,0.242618462011348,0.345920822670604,0.256781903341199,0.141788920312906,0.242926933805864,0.162738265811947,0.256281783643411,0.275013390394731,0.0753616523758191,0.12618753700231,0.502011101962646,0.06150096211922,0.864845922833394,0.579627703705209,0.0800943730283087
"13","1794_dna","Acute","mdc_other_1",7,0.000206587179789871,0.854276245340754,0.297407373948268,0.354218343078634,0.344983963794636,0.431950593546262,0.589964525170947,0.406683131635527,0.0358500888300172,0.384379085013154,0.131354966290949,0.121552830617326,0.117854387314596,0.070943701121159,0.0576633840657298,0.0383267688579422,0.122515811581045,0.0653280711083817,0.0534917323144088,0.113267219584921,0.449663040721365,0.263152721856036,0.604263143201697,0.263111932611777,0.356615863510825,0.280585889772298,0.0808249335271148,0.233064100410579,0.0253927383956338,0.474523022006579,0.34045452184708,0.129773940733876,0.0857853029272156,0.540592889177883,0.0789377729296767,0.808389699642588,0.591670296257006,0.035645396446311
"14","1794_dna","Conv","mdc_other_1",30,0.000171995665709224,0.736446153239955,0.231936390522995,0.353936763728851,0.243275474991151,0.501739124379539,0.641475037856379,0.139360998378825,0.0271042170160909,0.350203094740056,0.108573781696874,0.0795812296027776,0.0954575242267549,0.0423222428032949,0.0500530939012786,0.0550646670104073,0.14719683712917,0.0646475552735665,0.0725976890392285,0.109217796040482,0.319621275708157,0.226656719168492,0.355698140246926,0.159454551086387,0.273367612300186,0.249274192501603,0.119098039223138,0.271589030539721,0.0323095573314118,0.304288655288986,0.323355844261757,0.102165827995779,0.178271848566906,0.495888637447116,0.082240372632151,0.769593933794127,0.479127893201816,0.0871846389406217
"15","1828_dna","Acute","mdc_other_1",130,0.00194035642855011,0.699314924189166,0.198472669636856,0.419868507891638,0.370993896146365,0.483193958233367,0.547823711682044,0.191696536065524,0.0172778070798398,0.412288711562812,0.0530214544039938,0.0891888042534459,0.0534907570481603,0.05349508501131,0.0273302637880474,0.0446805134503238,0.159609749385435,0.0764992896712202,0.0393128704903589,0.0907098682195176,0.467697000212908,0.15844511896966,0.435551115569064,0.153385230394693,0.292227600232827,0.162671466439946,0.0439341727979219,0.170560706895702,0.0432576985071392,0.259883244396502,0.220608223910124,0.120563536429871,0.143795439742014,0.552615412694413,0.0704624743941487,0.709561193023359,0.601934706859323,0.0551012757423344
"16","1828_dna","Conv","mdc_other_1",18,7.1380134908455e-05,0.706547139341957,0.189579586816169,0.322090086667118,0.185312584492906,0.541419995512979,0.659107680181689,0.105894234382486,0.0573474022135112,0.418464221331089,0.108436017881689,0.1277984991813,0.0793217887258918,0.0608303417006339,0.0418655457275905,0.0673694265611734,0.121639602709291,0.0548985876784385,0.0286059452111058,0.150693610746989,0.378941268426651,0.343219819322171,0.338713755818404,0.183588086440903,0.304102919347773,0.204096829042334,0.0641077367813173,0.298660213911896,0.0147562688978593,0.385637267420637,0.258621078327113,0.0438307204234185,0.103689057194272,0.400703716085561,0.0805993051458372,0.77784200085772,0.520666856889089,0.0765635493024128
"17","1829_dna","Acute","mdc_other_1",200,0.0022748211421877,0.559707777231139,0.169026525580314,0.388264578521196,0.189615738347216,0.287499161890333,0.644784409905888,0.39250912920593,0.0219301158379483,0.180941922288203,0.0900322467254738,0.226170001255897,0.0376940555632754,0.0908832373930435,0.0402899567792533,0.134363267040177,0.0780482629655201,0.0556306927001055,0.0510325840668965,0.108265398206719,0.249866076137474,0.16357136190652,0.472511722284384,0.295779491920599,0.407300585143574,0.12009905157962,0.0557144016646618,0.127592280697079,0.0342896643986001,0.183078541320294,0.280489622916142,0.0535631594943326,0.0984719999374673,0.341353546403462,0.0821465111227103,0.853259257069504,0.554319165133823,0.0664675390308623
"18","1829_dna","Conv","mdc_other_1",17,8.89549364757101e-05,0.667265316449457,0.220086186308734,0.357108306645407,0.245982270695549,0.419333875764724,0.627214977133961,0.17194252895543,0.0270228783185119,0.259552188114421,0.140440304170791,0.145795800524328,0.0527868906420638,0.0893713609944496,0.116087105043109,0.0693434393946324,0.0783159805467137,0.0711318825936174,0.0670924750943014,0.107739245250586,0.324368301948996,0.206408503082378,0.338334742531694,0.27348643086594,0.307403716633047,0.107458051408651,0.0446259848541314,0.220148562002207,0.0669546530793186,0.232546862274579,0.152180475310146,0.043648102635068,0.110719605713381,0.334803144930835,0.0918167016659943,0.845840953545296,0.478114956308373,0.049561549615321
"19","1838_dna","Acute","mdc_other_1",5,7.65743690271992e-05,0.718027906361969,0.176231498810784,0.281995465505799,0.115368833930395,0.338816276534293,0.37735897904008,0.309736302617898,0.125013932061573,0.254378597917138,0.185952592177434,0.0745781220742255,0.0913145512672972,0.063258466979289,0.0756630216435291,0.193584058714814,0.168637092681189,0.0733493555379242,0.00856265434552855,0.161187461687032,0.293807227015909,0.375239732758407,0.387858711866844,0.229375821195481,0.323591699614827,0.191978435123174,0.0251043588586378,0.188260142251485,0.0774162305604363,0.291244352530238,0.297631002075636,0.111827894936942,0.101091481812875,0.488299588701422,0.0155406482586217,0.774981955541342,0.509702305870723,0.0358700191981336
"20","1838_dna","Conv","mdc_other_1",52,0.000281986486339924,0.752500433939926,0.158537020960474,0.349535027925298,0.258067614892527,0.316526746441075,0.456957295798317,0.200359801319328,0.0358945183240962,0.171048290240217,0.11710427505369,0.145516976904198,0.0821033625383976,0.0540886682444046,0.0873361108489685,0.10722543045949,0.0906375153152985,0.0470035724681237,0.0685113924652313,0.153617512668187,0.267559120586677,0.169256007536852,0.458413032143018,0.278290659005327,0.184443764274331,0.248087774742017,0.0712142975970595,0.243985440737136,0.0545539885160052,0.316592594786109,0.227899320778106,0.0755249249816178,0.149979213638838,0.503421483511344,0.0926090189048144,0.749385299218147,0.457105827617915,0.0606653521505914
"21","1862_dna","Acute","mdc_other_1",4,0.000132758048456688,0.874304752036296,0.37332598096409,0.388232155741554,0.245267073437344,0.588524522984485,0.732810763764455,0.469576501740317,0,0.537076880114003,0.177406177640482,0.0399572228657623,0.0167214347686755,0.0813419539741524,0.164112648066982,0.112032930492681,0.0347441817852712,0.197436224843921,0.0109606328795642,0.18887605658346,0.489704756124789,0.411591024692914,0.574961304876678,0.325594333242416,0.589065652848964,0.301613689095835,0.0634533516712644,0.2761920234455,0.0782536101282098,0.690796878640156,0.423376745219957,0.0500412983712476,0.150080379913803,0.514849637171682,0.112983708653102,0.793846965290968,0.70437231480582,0.128792578179595
"22","1862_dna","Conv","mdc_other_1",103,0.000299258536131836,0.55262913048715,0.307441723928855,0.374397772984115,0.36397988700555,0.452965739377975,0.706681239843538,0.238047836913992,0.132644433918775,0.268023435906362,0.157677563373568,0.141031722073369,0.0881527402621408,0.0652668598728307,0.293057170045655,0.0591442112975935,0.131393803648136,0.164365211713044,0.194173712667095,0.294613646566241,0.4150741006655,0.384751870111194,0.296703865180772,0.318779665294789,0.402113933559574,0.262416500290998,0.151319950193237,0.14865515429369,0.112977179278665,0.236791850850258,0.309966244403096,0.103952078591907,0.346034107432108,0.477923138015523,0.0578484158909655,0.758519403926139,0.642810186814987,0.154908496816108
"23","1897_dna","Acute","mdc_other_1",15,0.000197358033787695,0.753972910815022,0.147287959542057,0.366793810818506,0.250705464354998,0.332673865753751,0.590085524456747,0.311310394202514,0.0140439660274314,0.22102510988652,0.0939170746155817,0.294412130907595,0.0870868784403477,0.0575284022298906,0.0227012394173905,0.0961354745481299,0.0864427181957889,0.0825084576755254,0.0633534305434309,0.0503490531051976,0.218574385342518,0.124219857447929,0.492102434863316,0.319640656927179,0.315813702170007,0.224275534937236,0.0406340793713405,0.302739432220523,0.00996704180572122,0.344655330718297,0.308022018472157,0.0716543481635036,0.124491078989116,0.54327918849562,0.0598309567271254,0.825751982232271,0.559905070060434,0.0611176616531947
"24","1897_dna","Conv","mdc_other_1",22,8.61967637033264e-05,0.776783656154144,0.201122940938382,0.360857034278699,0.268549388023169,0.478034365553786,0.618280213636681,0.147181893180119,0.0098508565337761,0.352576754681408,0.0620503984025956,0.148247271877142,0.0732323424346135,0.0464068399820904,0.0471850835858609,0.0760927608565174,0.0819793904317834,0.105428273002552,0.0125669352958772,0.124423725910911,0.248161146261856,0.239364140931634,0.379631327476221,0.24721543549483,0.24656571738778,0.272360452968972,0.0614209358124462,0.394203809580797,0.014458759128062,0.35085869733362,0.262180004210436,0.0865680586001581,0.0832980062613609,0.574230224029216,0.0826864956437995,0.821242862977194,0.51031918025889,0.0846094666219616
"25","1910_dna","Acute","mdc_other_1",39,0.000329639678474529,0.756594363127344,0.169908822429231,0.402354988527435,0.250679646625127,0.455301461929356,0.649945054986246,0.297668585978354,0.0374529304952634,0.287366838601896,0.18008087927726,0.253703772481456,0.0927546547002524,0.0609437613467229,0.0523364484306735,0.0946815571695283,0.118077824236611,0.10078207208306,0.0328693411520499,0.0947251393344209,0.317631404029164,0.227584222207858,0.497176385985313,0.224401851904915,0.476945138533474,0.270830236972136,0.123687103270041,0.21771023770143,0.0339978694888304,0.31016720955628,0.365995204004342,0.0782080905584039,0.158123157524937,0.55748416554651,0.080847485610493,0.841691923024059,0.601508892002896,0.0806925800670484
"26","1910_dna","Conv","mdc_other_1",15,8.26487263831264e-05,0.776468188323142,0.152471088526182,0.363124012212886,0.211545786702411,0.515058857849063,0.646749024668587,0.128778189029525,0.0102357204423093,0.366930421374408,0.108784806035309,0.183984117221601,0.0861730070237993,0.0101526369729673,0.0456275291181667,0.0405296909798664,0.0916573819811402,0.0890643865167558,0.0652169172823823,0.0946214920855556,0.361507005438767,0.202207567339576,0.387981029515767,0.190765380507048,0.291326541043591,0.308402449455811,0.08289558870654,0.315659704490599,0.0148979769961812,0.279593083240175,0.210482616171746,0.0758920585449302,0.112831240259036,0.527553981618508,0.0375467881290037,0.830287043509349,0.589131667885344,0.114181474928112
"27","1912_dna","Acute","mdc_other_1",39,0.000362659128316239,0.725985015850833,0.252275503576594,0.407609544872494,0.272744670538345,0.436807329588169,0.631461957775961,0.318315421165444,0.0209632198609533,0.306765129926519,0.188491643944588,0.257464628625261,0.0766831156078013,0.0263590311295084,0.030341441663503,0.0857910789585202,0.118635345301927,0.0945500314872857,0.050682259939477,0.103101568438273,0.330593043795298,0.262872015874755,0.5081496437395,0.190797131070177,0.381663101079756,0.237124703832978,0.0776550182266137,0.25359711427758,0.0554579598979569,0.366959450081195,0.378091946643765,0.106080926257087,0.174874988340064,0.60503048063884,0.0666007827728689,0.830642188900525,0.594505152421215,0.0892839966635006
"28","1912_dna","Conv","mdc_other_1",33,0.000126747580273468,0.757603267918548,0.171036322778938,0.388733046357798,0.242792562028303,0.485863068409446,0.669777052711379,0.18609850335206,0.0312998789443459,0.31048210446948,0.123711317683769,0.170996600983871,0.0437903101870409,0.0426822043859491,0.0864829140235022,0.0451835693531363,0.121951125637538,0.0602380481526237,0.0519393806186596,0.103599679031953,0.284208050676963,0.271627364113592,0.362400676864864,0.16499783210934,0.349688862729275,0.281042510545034,0.119159647060929,0.2501846663083,0.0386826511813154,0.273805332908054,0.292934699898759,0.0928165001039003,0.307503600001792,0.579718074248898,0.0682477268438424,0.828181319422748,0.579389641393808,0.0832840183416717
"29","1920_dna","Acute","mdc_other_1",32,0.000302043513143612,0.708657538360107,0.220040891545343,0.40718104528849,0.295736374744444,0.319327013452012,0.663285802031985,0.402368559800467,0.0336223647712436,0.212907521851708,0.134837948722105,0.243814046465987,0.0646328203519009,0.0437637423597185,0.0621582588567006,0.106085036156319,0.143436243368371,0.0915103123676734,0.0627883294129037,0.117943763600934,0.230441440888019,0.228564457192273,0.4910430029107,0.268834394962368,0.392454059138195,0.250483721102361,0.0519219835923055,0.197408773958696,0.0415536932135428,0.302082501523015,0.356757982220932,0.119468594573625,0.0796714464496339,0.573801407219988,0.107473497298445,0.795935014048218,0.574427961569654,0.0944328600850523
"30","1920_dna","Conv","mdc_other_1",83,0.000381379490973253,0.647467271373182,0.159095586990164,0.428419675871616,0.268711981512237,0.348591287171107,0.687283355735737,0.234436491807692,0.0276816822745139,0.207441378015941,0.0888531178173826,0.250638391276875,0.0668405976552008,0.0433350757986896,0.0444228221697074,0.0919163685014759,0.115186997311804,0.0731429598612458,0.0583852423422986,0.116815836928594,0.177975917645623,0.221889879438507,0.405752175141235,0.254570248209398,0.390921693163993,0.215889245423313,0.0931191116124603,0.183347460274206,0.0295493476950833,0.241119621817094,0.361218841296813,0.0732281160989332,0.188890862066381,0.55892880415335,0.0946678864386675,0.759366029479887,0.589584821664714,0.0944956133907542
